ESTU_TIPODOCUMENTO,ESTU_NACIONALIDAD,ESTU_GENERO,ESTU_FECHANACIMIENTO,PERIODO,ESTU_CONSECUTIVO,ESTU_ESTUDIANTE,ESTU_PAIS_RESIDE,ESTU_TIENEETNIA,ESTU_DEPTO_RESIDE,ESTU_COD_RESIDE_DEPTO,ESTU_MCPIO_RESIDE,ESTU_COD_RESIDE_MCPIO,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_TRABAJOLABORPADRE,FAMI_TRABAJOLABORMADRE,FAMI_TIENEINTERNET,FAMI_TIENESERVICIOTV,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,FAMI_COMECEREALFRUTOSLEGUMBRE,FAMI_SITUACIONECONOMICA,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,ESTU_HORASSEMANATRABAJA,ESTU_TIPOREMUNERACION,COLE_CODIGO_ICFES,COLE_COD_DANE_ESTABLECIMIENTO,COLE_NOMBRE_ESTABLECIMIENTO,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_COD_DANE_SEDE,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_JORNADA,COLE_COD_MCPIO_UBICACION,COLE_MCPIO_UBICACION,COLE_COD_DEPTO_UBICACION,COLE_DEPTO_UBICACION,ESTU_PRIVADO_LIBERTAD,ESTU_COD_MCPIO_PRESENTACION,ESTU_MCPIO_PRESENTACION,ESTU_DEPTO_PRESENTACION,ESTU_COD_DEPTO_PRESENTACION,PUNT_LECTURA_CRITICA,PERCENTIL_LECTURA_CRITICA,DESEMP_LECTURA_CRITICA,PUNT_MATEMATICAS,PERCENTIL_MATEMATICAS,DESEMP_MATEMATICAS,PUNT_C_NATURALES,PERCENTIL_C_NATURALES,DESEMP_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,PERCENTIL_SOCIALES_CIUDADANAS,DESEMP_SOCIALES_CIUDADANAS,PUNT_INGLES,PERCENTIL_INGLES,DESEMP_INGLES,PUNT_GLOBAL,PERCENTIL_GLOBAL,ESTU_INSE_INDIVIDUAL,ESTU_NSE_INDIVIDUAL,ESTU_NSE_ESTABLECIMIENTO,ESTU_ESTADOINVESTIGACION,ESTU_GENERACION-E
TI,COLOMBIA,F,3/6/2003 0:00,20204,SB11202040038219,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11,BOGOTÁ D.C.,11001,Estrato 3,7 a 8,Seis o mas,Educación profesional completa,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Si,Si,Si,Si,Si,Si,No,Si,26 A 100 LIBROS,Todos o casi todos los días,Todos o casi todos los días,3 a 5 veces por semana,Mejor,30 minutos o menos,Más de 3 horas,0,No,22350,3.11848E+11,CENT MARIA AUXILIADORA,FEMENINO,NO OFICIAL,A,N,ACADÉMICO,3.11848E+11,CENT MARIA AUXILIADORA,S,URBANO,COMPLETA,11001,BOGOTÁ D.C.,11,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,62,83,3,68,93,3,68,97,3,74,99,4,75,98,B1,343,97,74.62706922,4,4,PUBLICAR,NO
CC,COLOMBIA,M,6/12/2002 0:00,20204,SB11202040141620,ESTUDIANTE,COLOMBIA,No,NARIÑO,52,IPIALES,52356,Estrato 3,1 a 2,Uno,Secundaria (Bachillerato) incompleta,Primaria incompleta,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Si,Si,No,No,No,No,Si,Si,26 A 100 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Mejor,30 minutos o menos,No Navega Internet,Menos de 10 horas,"Si, en especie",106625,3.11001E+11,BACHILLERATO DE ADULTOS UNAD,MIXTO,NO OFICIAL,A,N,ACADÉMICO,3.11001E+11,BTO DE ADULTOS UNAD,S,URBANO,NOCHE,11001,BOGOTÁ D.C.,11,BOGOTÁ,N,52001,PASTO,NARIÑO,52,54,55,3,55,62,3,45,41,2,50,56,2,43,41,A-,252,55,48.54847565,2,3,PUBLICAR,NO
TI,COLOMBIA,F,8/19/2003 0:00,20204,SB11202040251066,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11,BOGOTÁ D.C.,11001,Estrato 2,3 a 4,Tres,Secundaria (Bachillerato) completa,Postgrado,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Si,Si,Si,Si,Si,Si,No,Si,MÁS DE 100 LIBROS,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Igual,Entre 1 y 2 horas,Entre 1 y 3 horas,0,No,23895,4.11769E+11,LIC JUAN RAMON JIMENEZ,MIXTO,NO OFICIAL,A,N,ACADÉMICO,4.11769E+11,LIC JUAN RAMON JIMENEZ,S,URBANO,COMPLETA,11001,BOGOTÁ D.C.,11,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,59,73,3,62,82,3,60,87,3,62,86,3,76,99,B1,310,89,77.52165771,4,4,PUBLICAR,NO
TI,COLOMBIA,M,1/16/2002 0:00,20204,SB11202040336756,ESTUDIANTE,COLOMBIA,No,RISARALDA,66,PEREIRA,66001,Estrato 3,3 a 4,Tres,Secundaria (Bachillerato) incompleta,Primaria incompleta,"Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia",Si,Si,Si,Si,Si,Si,No,No,11 A 25 LIBROS,3 a 5 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Igual,No leo por entretenimiento,Entre 30 y 60 minutos,Más de 30 horas,"Si, en efectivo",108738,2.66001E+11,IE SAN JOAQUIN,MIXTO,OFICIAL,A,N,ACADÉMICO,2.66001E+11,INST EDUC SAN JOAQUIN,S,URBANO,TARDE,66001,PEREIRA,66,RISARALDA,N,66001,PEREIRA,RISARALDA,66,46,28,2,42,24,2,38,18,1,32,7,1,46,55,A-,200,18,49.02670506,2,3,PUBLICAR,NO
TI,COLOMBIA,M,1/9/2004 0:00,20204,SB11202040241066,ESTUDIANTE,COLOMBIA,No,TOLIMA,73,VENADILLO,73861,Estrato 2,3 a 4,Dos,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,"Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia",No,No,No,No,No,No,Si,No,0 A 10 LIBROS,1 o 2 veces por semana,Todos o casi todos los días,1 o 2 veces por semana,Peor,Entre 30 y 60 minutos,Entre 30 y 60 minutos,0,No,74286,1.73861E+11,INSTITUCION EDUCATIVA LUIS CARLOS GALAN SARMIENTO,MIXTO,OFICIAL,A,N,ACADÉMICO,1.73861E+11,LUCRECIA BOCANEGRA,N,URBANO,MAÑANA,73861,VENADILLO,73,TOLIMA,N,73861,VENADILLO,TOLIMA,73,63,86,3,55,62,3,55,74,2,61,84,3,43,40,A-,287,78,39.72307926,1,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,F,9/20/2003 0:00,20204,SB11202040387969,ESTUDIANTE,COLOMBIA,No,VALLE,76,CALI,76001,,,,,,,,,,,,,,,,,,,,,,30 minutos o menos,,,736538,1.76001E+11,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL CARLOS HOLGUIN MALLARINO,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,1.76001E+11,MIGUEL DE POMBO,N,URBANO,UNICA,76001,CALI,76,VALLE,N,76001,CALI,VALLE,76,49,38,2,37,13,2,39,22,1,34,12,1,48,63,A1,202,19,,,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,F,12/29/2002 0:00,20204,SB11202040255192,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11,BOGOTÁ D.C.,11001,Estrato 2,5 a 6,Dos,Primaria completa,Secundaria (Bachillerato) completa,No sabe,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Si,Si,Si,Si,Si,No,No,No,26 A 100 LIBROS,Todos o casi todos los días,Todos o casi todos los días,3 a 5 veces por semana,Mejor,Entre 30 y 60 minutos,Más de 3 horas,Menos de 10 horas,"Si, en efectivo",733618,1.11279E+11,COLEGIO ATAHUALPA (IED),MIXTO,OFICIAL,A,N,ACADÉMICO,1.11279E+11,CENT EDUC DIST ATAHUALPA,S,URBANO,UNICA,11001,BOGOTÁ D.C.,11,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,40,13,2,44,29,2,47,46,2,46,46,2,40,29,A-,220,31,55.55068646,3,3,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,M,11/16/2003 0:00,20204,SB11202040003642,ESTUDIANTE,COLOMBIA,No,META,50,LA MACARENA,50350,Estrato 2,5 a 6,Cuatro,Primaria completa,Primaria completa,"Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia",No,Si,No,No,No,No,Si,No,11 A 25 LIBROS,Todos o casi todos los días,Todos o casi todos los días,1 o 2 veces por semana,Igual,30 minutos o menos,30 minutos o menos,0,No,156539,2.5035E+11,IE HECTOR IVAN HERNANDEZ,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,2.5035E+11,SEDE PRINCIPAL - HECTOR IVAN HERANADEZ,S,RURAL,MAÑANA,50350,LA MACARENA,50,META,N,18753,SAN VICENTE DEL CAGUÁN,CAQUETA,18,38,9,2,59,74,3,43,33,2,37,19,1,44,46,A-,221,32,41.78432025,2,2,PUBLICAR,NO
TI,COLOMBIA,F,9/19/2003 0:00,20204,SB11202040167835,ESTUDIANTE,COLOMBIA,No,CUNDINAMARCA,25,SOACHA,25754,Estrato 3,3 a 4,Dos,Primaria incompleta,Secundaria (Bachillerato) completa,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Trabaja en el hogar, no trabaja o estudia",Si,Si,Si,Si,Si,Si,No,No,11 A 25 LIBROS,3 a 5 veces por semana,Todos o casi todos los días,Todos o casi todos los días,Peor,Más de 2 horas,Más de 3 horas,0,No,706119,1.25754E+11,INSTITUCION EDUCATIVA LAS VILLAS,MIXTO,OFICIAL,A,N,ACADÉMICO,1.25754E+11,SEDE VARON DE SOL,N,URBANO,UNICA,25754,SOACHA,25,CUNDINAMARCA,N,25754,SOACHA,CUNDINAMARCA,25,63,85,3,57,70,3,52,65,2,52,63,2,67,94,A2,284,76,54.8095291,3,2,PUBLICAR,NO
TI,COLOMBIA,F,8/13/2003 0:00,20204,SB11202040134989,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11,BOGOTÁ D.C.,11001,Estrato 2,5 a 6,Cinco,Técnica o tecnológica completa,Técnica o tecnológica completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Si,Si,Si,Si,Si,No,No,Si,26 A 100 LIBROS,3 a 5 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,Igual,30 minutos o menos,Entre 1 y 3 horas,0,No,51854,3.11001E+11,COL CENTRO CULTURAL,MIXTO,NO OFICIAL,A,N,TÉCNICO/ACADÉMICO,3.11001E+11,COL CENTRO CULTURAL,S,URBANO,COMPLETA,11001,BOGOTÁ D.C.,11,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,55,61,3,67,92,3,43,34,2,51,59,2,60,88,A2,272,69,64.21807388,4,3,PUBLICAR,NO
TI,COLOMBIA,F,11/24/2003 0:00,20204,SB11202040426719,ESTUDIANTE,COLOMBIA,Si,NARIÑO,52,SAN ANDRÉS DE TUMACO,52835,Estrato 4,9 o más,Tres,No sabe,Primaria completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",No,Si,,No,Si,No,No,No,0 A 10 LIBROS,1 o 2 veces por semana,Nunca o rara vez comemos eso,Todos o casi todos los días,Igual,Entre 30 y 60 minutos,No Navega Internet,Menos de 10 horas,"Si, en especie",124297,1.52835E+11,IE. INMACULADA CONCEPCION,MIXTO,OFICIAL,A,N,ACADÉMICO,1.52835E+11,SEDE # 1 INMACULADA CONCEPCION,S,URBANO,MAÑANA,52835,SAN ANDRÉS DE TUMACO,52,NARIÑO,N,52835,SAN ANDRÉS DE TUMACO,NARIÑO,52,41,15,2,45,33,2,33,7,1,30,5,1,32,5,A-,184,9,39.38470394,1,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,F,1/3/2004 0:00,20204,SB11202040180821,ESTUDIANTE,COLOMBIA,Si,NARIÑO,52,CUMBAL,52227,Estrato 1,5 a 6,Tres,Secundaria (Bachillerato) completa,Técnica o tecnológica completa,"Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia",No,No,Si,Si,No,Si,No,No,26 A 100 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Igual,Entre 30 y 60 minutos,No Navega Internet,0,No,668939,1.52227E+11,INSTITUCION EDUCATIVA DIVINO NIÑO JESUS,MIXTO,OFICIAL,A,N,TÉCNICO,1.52227E+11,INSTITUTO SAN JUAN BOSCO,N,URBANO,UNICA,52227,CUMBAL,52,NARIÑO,N,52227,CUMBAL,NARIÑO,52,68,95,4,69,94,3,60,86,3,59,81,3,65,92,A2,320,92,49.72457217,2,1,PUBLICAR,NO
TI,COLOMBIA,M,5/31/2004 0:00,20204,SB11202040064297,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11,BOGOTÁ D.C.,11001,Estrato 3,3 a 4,Dos,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Si,Si,Si,Si,Si,No,Si,Si,26 A 100 LIBROS,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Peor,Entre 30 y 60 minutos,Entre 1 y 3 horas,0,No,23671,3.11001E+11,INST TEC IND CENTRO DON BOSCO,MASCULINO,NO OFICIAL,A,N,TÉCNICO,3.11001E+11,INST TEC IND CENTRO DON BOSCO,S,URBANO,COMPLETA,11001,BOGOTÁ D.C.,11,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,74,99,4,76,99,4,69,97,3,77,100,4,77,99,B1,371,100,62.05787305,3,4,PUBLICAR,GENERACION E - EXCELENCIA NACIONAL
TI,COLOMBIA,M,3/20/2003 0:00,20204,SB11202040419114,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5,MEDELLÍN,5001,Estrato 2,3 a 4,Tres,Ninguno,Técnica o tecnológica completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Si,Si,Si,Si,Si,No,No,No,0 A 10 LIBROS,Todos o casi todos los días,Todos o casi todos los días,1 o 2 veces por semana,Igual,No leo por entretenimiento,Entre 1 y 3 horas,0,No,725663,1.05001E+11,INST EDUC LA PASTORA,MIXTO,OFICIAL,A,,,1.05001E+11,INST EDUC LA PASTORA - SEDE PRINCIPAL,S,URBANO,UNICA,5001,MEDELLÍN,5,ANTIOQUIA,N,5001,MEDELLÍN,ANTIOQUIA,5,50,41,2,45,31,2,46,43,2,53,64,2,47,58,A-,242,48,56.95998451,3,3,PUBLICAR,NO
CC,COLOMBIA,F,7/19/1994 0:00,20204,SB11202040518647,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5,ABEJORRAL,5002,Estrato 1,5 a 6,Dos,Primaria incompleta,Primaria incompleta,"Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia",No,No,No,No,No,No,No,No,0 A 10 LIBROS,1 o 2 veces por semana,3 a 5 veces por semana,Todos o casi todos los días,Peor,No leo por entretenimiento,No Navega Internet,Entre 11 y 20 horas,"Si, en efectivo",658765,3.05001E+11,INSTITUCION EDUCATIVA PREVIA,MIXTO,NO OFICIAL,A,,,3.05001E+11,INSTITUCION EDUCATIVA PREVIA - SEDE PRINCIPAL,S,URBANO,SABATINA,5001,MEDELLÍN,5,ANTIOQUIA,N,5002,ABEJORRAL,ANTIOQUIA,5,54,55,3,47,39,2,45,41,2,50,56,2,41,35,A-,242,48,31.86537426,1,2,PUBLICAR,GENERACION E - GRATUIDAD
CC,COLOMBIA,M,11/18/2000 0:00,20204,SB11202040248960,ESTUDIANTE,COLOMBIA,No,SANTANDER,68,BARBOSA,68077,Estrato 2,5 a 6,Seis o mas,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Si,Si,Si,Si,No,No,No,No,26 A 100 LIBROS,1 o 2 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,Peor,30 minutos o menos,Entre 30 y 60 minutos,Más de 30 horas,"Si, en efectivo y especie",511196,2.68077E+11,COLEGIO  TRINIDAD CAMACHO PINZON,MIXTO,OFICIAL,A,N,ACADÉMICO,2.68077E+11,COLEGIO  TRINIDAD CAMACHO PINZON,S,RURAL,MAÑANA,68077,BARBOSA,68,SANTANDER,N,68077,BARBOSA,SANTANDER,68,61,81,3,56,66,3,62,91,3,59,79,3,66,93,A2,300,85,55.17526952,3,2,PUBLICAR,NO
TI,COLOMBIA,M,9/11/2002 0:00,20204,SB11202040479515,ESTUDIANTE,COLOMBIA,No,BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,Estrato 1,5 a 6,Tres,Secundaria (Bachillerato) completa,Primaria completa,"Trabaja en el hogar, no trabaja o estudia","Trabaja en el hogar, no trabaja o estudia",No,No,Si,No,No,No,No,No,0 A 10 LIBROS,1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Igual,30 minutos o menos,No Navega Internet,0,No,221002,1.13244E+11,I.E.T. DE PROMOCION SOCIAL,MIXTO,OFICIAL,A,N,TÉCNICO,1.13244E+11,I.E.T. DE PROMOCION SOCIAL - SEDE PRINCIPAL,S,URBANO,UNICA,13244,EL CARMEN DE BOLÍVAR,13,BOLIVAR,N,13244,EL CARMEN DE BOLÍVAR,BOLIVAR,13,45,24,2,25,1,1,40,24,1,34,12,1,38,22,A-,181,7,42.20914022,2,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,F,4/10/2004 0:00,20204,SB11202040446981,ESTUDIANTE,COLOMBIA,No,CESAR,20,LA JAGUA DE IBIRICO,20400,Estrato 1,5 a 6,Dos,Técnica o tecnológica incompleta,Secundaria (Bachillerato) incompleta,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja en el hogar, no trabaja o estudia",Si,Si,No,Si,No,Si,Si,No,0 A 10 LIBROS,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Igual,30 minutos o menos,Entre 1 y 3 horas,0,No,44487,1.204E+11,I.E. JOSE GUILLERMO CASTRO CASTRO,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,1.204E+11,I.E. JOSE GUILLERMO CASTRO CASTRO,S,URBANO,MAÑANA,20400,LA JAGUA DE IBIRICO,20,CESAR,N,20400,LA JAGUA DE IBIRICO,CESAR,20,59,75,3,50,48,2,48,51,2,59,79,3,47,59,A-,267,66,48.91887339,2,2,PUBLICAR,NO
TI,COLOMBIA,M,8/19/2003 0:00,20204,SB11202040369946,ESTUDIANTE,COLOMBIA,No,BOLIVAR,13,CARTAGENA DE INDIAS,13001,Sin Estrato,1 a 2,,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,,,No,Si,,,,,,,0 A 10 LIBROS,Nunca o rara vez comemos eso,Todos o casi todos los días,,,Entre 1 y 2 horas,No Navega Internet,,,151688,3.13001E+11,INSTITUCION EDUCATIVA CLEMENTE MANUEL ZABAL,MIXTO,OFICIAL,A,,ACADÉMICO,3.13001E+11,INST.EDUCATIVA FLOR DEL CAMPO - SEDE PRINCIPAL,S,URBANO,MAÑANA,13001,CARTAGENA DE INDIAS,13,BOLIVAR,N,13001,CARTAGENA DE INDIAS,BOLIVAR,13,40,14,2,31,4,1,36,12,1,26,2,1,37,19,A-,168,3,,,2,PUBLICAR,GENERACION E - GRATUIDAD
CE,COLOMBIA,F,10/29/2004 0:00,20204,SB11202040291255,ESTUDIANTE,COLOMBIA,No,CESAR,20,VALLEDUPAR,20001,Estrato 2,3 a 4,Dos,Secundaria (Bachillerato) completa,Primaria incompleta,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja en el hogar, no trabaja o estudia",No,Si,No,No,No,No,Si,No,11 A 25 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Mejor,Entre 30 y 60 minutos,Entre 1 y 3 horas,0,No,33670,2.20001E+11,I.E. DE AGUAS BLANCAS,MIXTO,OFICIAL,A,N,ACADÉMICO,2.20001E+11,COL DE EDUC  MEDIA DE AGUAS BLANCAS,S,RURAL,MAÑANA,20001,VALLEDUPAR,20,CESAR,N,20001,VALLEDUPAR,CESAR,20,63,85,3,53,56,3,48,50,2,51,59,2,32,4,A-,260,61,43.07077699,2,2,PUBLICAR,NO
TI,COLOMBIA,M,2/26/2004 0:00,20204,SB11202040542430,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5,MEDELLÍN,5001,Estrato 2,1 a 2,Dos,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",No,No,Si,Si,No,No,No,No,0 A 10 LIBROS,1 o 2 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,Igual,30 minutos o menos,Entre 30 y 60 minutos,Entre 21 y 30 horas,"Si, en efectivo",741181,1.05001E+11,INST EDUC FE Y ALEGRIA SANTO DOMINGO SAVIO,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,1.05001E+11,SEC ESC FE Y ALEGRIA SEGUNDA AGRUPACION,N,URBANO,UNICA,5001,MEDELLÍN,5,ANTIOQUIA,N,5001,MEDELLÍN,ANTIOQUIA,5,54,57,3,56,65,3,52,66,2,49,56,2,36,15,A-,257,59,45.56068603,2,2,PUBLICAR,NO
TI,COLOMBIA,M,9/24/2001 0:00,20204,SB11202040299482,ESTUDIANTE,COLOMBIA,Si,ANTIOQUIA,5,CHIGORODÓ,5172,Estrato 3,3 a 4,Dos,Primaria incompleta,Primaria incompleta,"Es agricultor, pesquero o jornalero","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Si,Si,No,Si,No,No,Si,No,26 A 100 LIBROS,1 o 2 veces por semana,3 a 5 veces por semana,Nunca o rara vez comemos eso,Igual,30 minutos o menos,Entre 1 y 3 horas,Más de 30 horas,"Si, en efectivo",286864,2.05172E+11,I. E. AGRICOLA DE URABA,MIXTO,OFICIAL,A,N,TÉCNICO,2.05172E+11,INSTITUTO AGRICOLA URABA-CHIGORODO,S,RURAL,TARDE,5172,CHIGORODÓ,5,ANTIOQUIA,N,5172,CHIGORODÓ,ANTIOQUIA,5,39,11,2,36,10,2,47,48,2,35,14,1,48,61,A1,200,17,42.16375853,2,2,PUBLICAR,NO
TI,COLOMBIA,F,4/6/2003 0:00,20204,SB11202040569461,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11,BOGOTÁ D.C.,11001,Estrato 1,5 a 6,Cuatro,Primaria incompleta,Primaria completa,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Es vendedor o trabaja en atención al público,No,No,No,No,No,No,No,No,11 A 25 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,Igual,Entre 30 y 60 minutos,Entre 30 y 60 minutos,Menos de 10 horas,"Si, en efectivo",751990,1.11001E+11,COLEGIO NUEVA ESPERANZA (IED),MIXTO,OFICIAL,A,,ACADÉMICO,1.11001E+11,SEDE B,N,URBANO,UNICA,11001,BOGOTÁ D.C.,11,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,45,26,2,42,23,2,32,5,1,51,61,2,32,5,A-,208,23,39.28201168,1,2,PUBLICAR,NO
CC,COLOMBIA,F,5/12/2002 0:00,20204,SB11202040234865,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11,BOGOTÁ D.C.,11001,Estrato 5,1 a 2,Uno,Primaria incompleta,Primaria incompleta,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Si,Si,Si,Si,Si,No,No,No,26 A 100 LIBROS,Todos o casi todos los días,Todos o casi todos los días,1 o 2 veces por semana,Igual,30 minutos o menos,Entre 1 y 3 horas,0,No,137414,1.11769E+11,COLEGIO PRADO VERANIEGO (IED),MIXTO,OFICIAL,A,N,ACADÉMICO,1.11769E+11,CENT EDUC DIST PRADO VERANIEGO II,S,URBANO,TARDE,11001,BOGOTÁ D.C.,11,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,49,37,2,49,43,2,52,64,2,51,60,2,48,61,A1,250,54,50.33060502,2,3,PUBLICAR,NO
TI,COLOMBIA,M,12/20/2002 0:00,20204,SB11202040363524,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11,BOGOTÁ D.C.,11001,Estrato 2,3 a 4,Dos,Técnica o tecnológica completa,Técnica o tecnológica completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja en el hogar, no trabaja o estudia",Si,Si,No,Si,Si,No,No,No,11 A 25 LIBROS,1 o 2 veces por semana,Todos o casi todos los días,1 o 2 veces por semana,Igual,Entre 30 y 60 minutos,Entre 30 y 60 minutos,Menos de 10 horas,No,168419,1.11001E+11,COLEGIO CIUDAD BOLIVAR - ARGENTINA (IED),MIXTO,OFICIAL,A,,ACADÉMICO,1.11001E+11,COLEGIO CIUDAD BOLIVAR - ARGENTINA (IED) - SEDE PRINCIPAL,S,URBANO,MAÑANA,11001,BOGOTÁ D.C.,11,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,56,65,3,59,75,3,54,72,2,57,76,3,50,67,A1,280,74,54.6291707,3,2,PUBLICAR,NO
